Subject,Control,Complexity,Num_A,Num_sim,Regret_cum
1,autoergodic,low,3,7,220.302584227923
1,none,high,3,7,111.529088837633
1,waypoint,high,3,7,276.101769603591
1,directergodic,high,3,7,257.07365401782
1,sharedergodic,high,3,7,307.132799573701
1,autoergodic,high,3,7,212.214994698217
1,none,low,3,9,119.250384269618
1,waypoint,low,3,9,263.579424046713
1,directergodic,low,3,9,211.303694615882
1,sharedergodic,low,3,9,51.8427664854673
1,autoergodic,low,3,9,161.67206582837
1,none,high,3,9,207.548798427134
1,waypoint,high,3,9,176.327824868492
1,directergodic,high,3,9,161.374452477038
1,sharedergodic,high,3,9,25.1624767131679
1,autoergodic,high,3,9,68.5004675651901
1,none,low,3,12,59.6528344400521
1,waypoint,low,3,12,65.6040820271669
1,directergodic,low,3,12,61.1847497011437
1,sharedergodic,low,3,12,55.3159077254244
1,autoergodic,low,3,12,117.212852322845
1,none,high,3,12,56.8739664495484
1,waypoint,high,3,12,66.6199803079945
1,directergodic,high,3,12,21.4465224813099
1,sharedergodic,high,3,12,118.659784900658
1,autoergodic,high,3,12,109.839423737671
1,none,low,3,16,16.7052128782509
1,waypoint,low,3,16,20.5222017716272
1,directergodic,low,3,16,4.11011422464611
1,sharedergodic,low,3,16,5.63649689941883
1,autoergodic,low,3,16,9.97241100865942
1,none,high,3,16,53.6932603808101
1,waypoint,high,3,16,12.7885717685221
1,directergodic,high,3,16,12.0093150171944
1,sharedergodic,high,3,16,61.6641678765729
1,autoergodic,high,3,16,54.2094180791829
1,none,low,3,20,66.6334117341472
1,waypoint,low,3,20,62.8483081242922
1,directergodic,low,3,20,56.5369671587096
1,sharedergodic,low,3,20,2.93326548087499
1,autoergodic,low,3,20,11.0218736010991
1,none,high,3,20,4.41128459061478
1,waypoint,high,3,20,9.0670050199743
1,directergodic,high,3,20,12.1676780380198
1,sharedergodic,high,3,20,10.3552525724302
1,autoergodic,high,3,20,54.2419076692083
1,none,low,3,26,12.7136546644551
1,waypoint,low,3,26,13.5823689978483
1,directergodic,low,3,26,6.08860942736376
1,sharedergodic,low,3,26,2.87167466784665
1,autoergodic,low,3,26,8.73646849276306
1,none,high,3,26,3.26284129036287
1,waypoint,high,3,26,13.4757719531148
1,directergodic,high,3,26,8.06465673783586
1,sharedergodic,high,3,26,10.1673776249855
1,autoergodic,high,3,26,4.06195184532189
1,none,low,3,33,10.5264572678904
1,waypoint,low,3,33,11.1303148826537
1,directergodic,low,3,33,6.52092861623736
1,sharedergodic,low,3,33,2.91940718731915
1,autoergodic,low,3,33,7.90027909236472
1,none,high,3,33,2.50964182381447
1,waypoint,high,3,33,12.1544569702514
1,directergodic,high,3,33,8.22755792416243
1,sharedergodic,high,3,33,7.01803330772794
1,autoergodic,high,3,33,3.4999134688403
1,none,low,3,43,9.01375268770757
1,waypoint,low,3,43,8.70432144342603
1,directergodic,low,3,43,3.93067809554425
1,sharedergodic,low,3,43,2.44994821415745
1,autoergodic,low,3,43,7.9817096092465
1,none,high,3,43,1.88428328774775
1,waypoint,high,3,43,9.28501624261737
1,directergodic,high,3,43,5.2199294884799
1,sharedergodic,high,3,43,8.12276327069587
1,autoergodic,high,3,43,3.34498951505004
1,none,low,3,55,7.11810995225378
1,waypoint,low,3,55,7.92736637278977
1,directergodic,low,3,55,2.49843433679833
1,sharedergodic,low,3,55,1.68649873097184
1,autoergodic,low,3,55,8.13040579171425
1,none,high,3,55,2.76675784803115
1,waypoint,high,3,55,9.16977371993781
1,directergodic,high,3,55,5.62771906034558
1,sharedergodic,high,3,55,6.87818193823998
1,autoergodic,high,3,55,2.83153636970837
1,none,low,3,70,7.10059097788559
1,waypoint,low,3,70,9.13271053328292
1,directergodic,low,3,70,3.17994010458748
1,sharedergodic,low,3,70,2.02658234620671
1,autoergodic,low,3,70,7.78971051943977
1,none,high,3,70,2.07043164999247
1,waypoint,high,3,70,8.94200529464134
1,directergodic,high,3,70,4.75776671110237
1,sharedergodic,high,3,70,7.09585759885769
1,autoergodic,high,3,70,2.35462597151387
1,none,low,3,90,7.51513849708259
1,waypoint,low,3,90,8.09033382031394
1,directergodic,low,3,90,3.83191116832518
1,sharedergodic,low,3,90,2.46541375749511
1,autoergodic,low,3,90,8.08974715723716
1,none,high,3,90,2.38900713055623
1,waypoint,high,3,90,8.74308744041325
1,directergodic,high,3,90,4.41936046215631
1,sharedergodic,high,3,90,6.95794535956566
1,autoergodic,high,3,90,2.78087202745787
1,none,low,3,116,6.71834182977951
1,waypoint,low,3,116,7.96747872487685
1,directergodic,low,3,116,2.97431436052614
1,sharedergodic,low,3,116,2.17333147685969
1,autoergodic,low,3,116,7.84617433200867
1,none,high,3,116,2.25581808409503
1,waypoint,high,3,116,9.28737072966237
1,directergodic,high,3,116,5.39911334779009
1,sharedergodic,high,3,116,5.8198160706261
1,autoergodic,high,3,116,2.63423742778301
1,none,low,3,148,7.18211077632377
1,waypoint,low,3,148,8.10595610835136
1,directergodic,low,3,148,2.65335995392036
1,sharedergodic,low,3,148,1.86664683576211
1,autoergodic,low,3,148,7.33374988711773
1,none,high,3,148,2.07890045509614
1,waypoint,high,3,148,10.2598315426942
1,directergodic,high,3,148,5.25767457961515
1,sharedergodic,high,3,148,6.41043721309291
1,autoergodic,high,3,148,2.93478368041983
1,none,low,3,191,7.3100108401351
1,waypoint,low,3,191,8.77955852861891
1,directergodic,low,3,191,3.29190177462967
1,sharedergodic,low,3,191,1.787397242044
1,autoergodic,low,3,191,7.50177687516848
1,none,high,3,191,2.14669140555521
1,waypoint,high,3,191,9.30690674075336
1,directergodic,high,3,191,5.30758107767527
1,sharedergodic,high,3,191,7.05390043531567
1,autoergodic,high,3,191,3.03396489324146
1,none,low,3,245,7.27069827039894
1,waypoint,low,3,245,9.53231665196407
1,directergodic,low,3,245,3.13573728793994
1,sharedergodic,low,3,245,2.13306463966477
1,autoergodic,low,3,245,7.58894521702029
1,none,high,3,245,2.20801074317719
1,waypoint,high,3,245,9.10599036039577
1,directergodic,high,3,245,5.48168598395008
1,sharedergodic,high,3,245,6.38021599243223
1,autoergodic,high,3,245,3.44900677136511
1,none,low,3,314,7.52501293993059
1,waypoint,low,3,314,10.2705553362563
1,directergodic,low,3,314,3.6314316105617
1,sharedergodic,low,3,314,2.24721602178175
1,autoergodic,low,3,314,8.74595246981283
1,none,high,3,314,2.33091982413221
1,waypoint,high,3,314,9.29946798308846
1,directergodic,high,3,314,6.62203934084393
1,sharedergodic,high,3,314,6.80419128210079
1,autoergodic,high,3,314,3.24387012405316
1,none,low,3,403,8.45439256695544
1,waypoint,low,3,403,11.3286653907499
1,directergodic,low,3,403,5.00159441803455
1,sharedergodic,low,3,403,2.04069223901258
1,autoergodic,low,3,403,9.70785951010554
1,none,high,3,403,2.69598850405551
1,waypoint,high,3,403,9.58931925748414
1,directergodic,high,3,403,7.03393595595371
1,sharedergodic,high,3,403,9.08150555421276
1,autoergodic,high,3,403,2.86679343806364
1,none,low,3,518,8.94633173978542
1,waypoint,low,3,518,11.339260392616
1,directergodic,low,3,518,4.6271527208022
1,sharedergodic,low,3,518,2.75422269598258
1,autoergodic,low,3,518,10.1711846163684
1,none,high,3,518,2.60283435934214
1,waypoint,high,3,518,10.9552542876448
1,directergodic,high,3,518,8.3389367795387
1,sharedergodic,high,3,518,8.19969191973027
1,autoergodic,high,3,518,4.16966657918309
1,none,low,3,665,8.44009438653556
1,waypoint,low,3,665,11.6210864832561
1,directergodic,low,3,665,4.85387891075274
1,sharedergodic,low,3,665,2.84787828118731
1,autoergodic,low,3,665,9.42695090204743
1,none,high,3,665,3.24969998315604
1,waypoint,high,3,665,11.291615352741
1,directergodic,high,3,665,7.57260387558607
1,sharedergodic,high,3,665,9.0960456688392
1,autoergodic,high,3,665,4.72653203133192
1,none,low,3,854,7.95237185377491
1,waypoint,low,3,854,12.0766434677381
1,directergodic,low,3,854,4.80629469463219
1,sharedergodic,low,3,854,2.8920430939761
1,autoergodic,low,3,854,8.84467291829049
1,none,high,3,854,3.08777752813765
1,waypoint,high,3,854,11.0346849811919
1,directergodic,high,3,854,8.92021694722289
1,sharedergodic,high,3,854,8.81895633494187
1,autoergodic,high,3,854,3.45628047310507
1,none,low,3,1097,8.20381918425057
1,waypoint,low,3,1097,12.1903015696404
1,directergodic,low,3,1097,4.73196848248151
1,sharedergodic,low,3,1097,3.2224758214553
1,autoergodic,low,3,1097,9.91344377756279
1,none,high,3,1097,3.64883409747201
1,waypoint,high,3,1097,10.7278153519626
1,directergodic,high,3,1097,9.25932451555615
1,sharedergodic,high,3,1097,9.33508478529468
1,autoergodic,high,3,1097,4.84959935541983
1,none,low,3,1408,8.31854323226791
1,waypoint,low,3,1408,12.8958814896703
1,directergodic,low,3,1408,4.76639957411759
1,sharedergodic,low,3,1408,2.894493490498
1,autoergodic,low,3,1408,9.68882908901639
1,none,high,3,1408,3.38688957268423
1,waypoint,high,3,1408,11.8027310049578
1,directergodic,high,3,1408,9.40814548176106
1,sharedergodic,high,3,1408,10.653100609974
1,autoergodic,high,3,1408,5.19760626045674
1,none,low,3,1808,7.70066325280725
1,waypoint,low,3,1808,13.353730456487
1,directergodic,low,3,1808,4.77976026606132
1,sharedergodic,low,3,1808,3.4589682838508
1,autoergodic,low,3,1808,10.4126414110222
1,none,high,3,1808,3.40903686934602
1,waypoint,high,3,1808,11.4276302688593
1,directergodic,high,3,1808,9.59606450619251
1,sharedergodic,high,3,1808,10.3913671226502
1,autoergodic,high,3,1808,4.39864351939271
1,none,low,3,2322,8.47077917715028
1,waypoint,low,3,2322,13.5530190862148
1,directergodic,low,3,2322,4.60018918297895
1,sharedergodic,low,3,2322,2.78105097176774
1,autoergodic,low,3,2322,10.5783943818962
1,none,high,3,2322,3.56420495046256
1,waypoint,high,3,2322,11.692519607325
1,directergodic,high,3,2322,10.3338038309276
1,sharedergodic,high,3,2322,10.1708370436179
1,autoergodic,high,3,2322,5.25715323863037
1,none,low,3,2981,8.84168297067162
1,waypoint,low,3,2981,13.0551810456415
1,directergodic,low,3,2981,5.31140640038266
1,sharedergodic,low,3,2981,2.8936464368389
1,autoergodic,low,3,2981,10.9099357271434
1,none,high,3,2981,3.40316169352054
1,waypoint,high,3,2981,12.3344356711403
1,directergodic,high,3,2981,10.3560469853931
1,sharedergodic,high,3,2981,10.3854952215036
1,autoergodic,high,3,2981,4.65111058453317
1,none,low,3,3828,8.46814166602305
1,waypoint,low,3,3828,13.8650804329379
1,directergodic,low,3,3828,5.01550480503486
1,sharedergodic,low,3,3828,2.9518175719523
1,autoergodic,low,3,3828,10.4548170356853
1,none,high,3,3828,3.60229491214917
1,waypoint,high,3,3828,12.3566842551927
1,directergodic,high,3,3828,10.2208869526557
1,sharedergodic,high,3,3828,10.8739028473649
1,autoergodic,high,3,3828,4.9310860991962
1,none,low,3,4915,8.62819113002162
1,waypoint,low,3,4915,13.9202149411929
1,directergodic,low,3,4915,5.10414835693375
1,sharedergodic,low,3,4915,2.85884944782892
1,autoergodic,low,3,4915,10.5671986686091
1,none,high,3,4915,3.5428227321025
1,waypoint,high,3,4915,12.5568244353451
1,directergodic,high,3,4915,10.5631408220934
1,sharedergodic,high,3,4915,10.7472088621189
1,autoergodic,high,3,4915,4.68984161410168
1,none,low,5,1,961.1046757194
1,waypoint,low,5,1,1110.49306431135
1,directergodic,low,5,1,1111.36121305387
1,sharedergodic,low,5,1,889.544274921672
1,autoergodic,low,5,1,876.980046270202
1,none,high,5,1,1069.92695184664
1,waypoint,high,5,1,1008.87672845073
1,directergodic,high,5,1,1010.9451570936
1,sharedergodic,high,5,1,1065.09809875074
1,autoergodic,high,5,1,1134.01949940716
1,none,low,5,2,651.565390201959
1,waypoint,low,5,2,929.938176947891
1,directergodic,low,5,2,992.123948367509
1,sharedergodic,low,5,2,605.930477810404
1,autoergodic,low,5,2,942.896804109518
1,none,high,5,2,900.217309158947
1,waypoint,high,5,2,589.00096698475
1,directergodic,high,5,2,855.338027377974
1,sharedergodic,high,5,2,1033.97314642094
1,autoergodic,high,5,2,1044.89304720868
1,none,low,5,3,401.065090974291
1,waypoint,low,5,3,501.477763897103
1,directergodic,low,5,3,657.221267320554
1,sharedergodic,low,5,3,654.683578980617
1,autoergodic,low,5,3,520.721404148217
1,none,high,5,3,521.158004114101
1,waypoint,high,5,3,614.223836154836
1,directergodic,high,5,3,848.710439204949
1,sharedergodic,high,5,3,796.51253772837
1,autoergodic,high,5,3,761.09745354602
1,none,low,5,4,511.857624927585
1,waypoint,low,5,4,514.705915323834
1,directergodic,low,5,4,519.705768116196
1,sharedergodic,low,5,4,617.985746935929
1,autoergodic,low,5,4,416.221011507964
1,none,high,5,4,567.96540233256
1,waypoint,high,5,4,414.799128410558
1,directergodic,high,5,4,422.677209167298
1,sharedergodic,high,5,4,571.087517643402
1,autoergodic,high,5,4,717.647955276423
1,none,low,5,6,228.205133622984
1,waypoint,low,5,6,315.625874282604
1,directergodic,low,5,6,167.186262881202
1,sharedergodic,low,5,6,459.560328371763
1,autoergodic,low,5,6,116.805071516261
1,none,high,5,6,176.582671599707
1,waypoint,high,5,6,359.386107469371
1,directergodic,high,5,6,235.608865099362
1,sharedergodic,high,5,6,285.936722036866
1,autoergodic,high,5,6,175.933514110909
1,none,low,5,7,132.245100062533
1,waypoint,low,5,7,223.859776696097
1,directergodic,low,5,7,231.409292098848
1,sharedergodic,low,5,7,213.216683978717
1,autoergodic,low,5,7,265.062007523949
1,none,high,5,7,311.459804908224
1,waypoint,high,5,7,272.019464238857
1,directergodic,high,5,7,218.883314061985
1,sharedergodic,high,5,7,377.86239306837
1,autoergodic,high,5,7,219.915368723476
1,none,low,5,9,118.914765758849
1,waypoint,low,5,9,109.625146883087
1,directergodic,low,5,9,73.6822717364997
1,sharedergodic,low,5,9,14.4577819040566
1,autoergodic,low,5,9,173.867430034448
1,none,high,5,9,172.213691453936
1,waypoint,high,5,9,88.4882721559921
1,directergodic,high,5,9,74.2649985484207
1,sharedergodic,high,5,9,182.237359353223
1,autoergodic,high,5,9,64.2429061599577
1,none,low,5,12,14.781393412728
1,waypoint,low,5,12,65.2818103069705
1,directergodic,low,5,12,76.695024166112
1,sharedergodic,low,5,12,107.678771231943
1,autoergodic,low,5,12,121.706119432448
1,none,high,5,12,111.475739530761
1,waypoint,high,5,12,72.5026358576852
1,directergodic,high,5,12,76.2576019799494
1,sharedergodic,high,5,12,71.007046390451
1,autoergodic,high,5,12,17.3125011876036
1,none,low,5,16,20.0570640875777
1,waypoint,low,5,16,21.295909277781
1,directergodic,low,5,16,16.7829737203931
1,sharedergodic,low,5,16,9.4967286925636
1,autoergodic,low,5,16,18.1217987399594
1,none,high,5,16,19.3808371760868
1,waypoint,high,5,16,73.1391047588736
1,directergodic,high,5,16,16.4654296474644
1,sharedergodic,high,5,16,21.7763762353723
1,autoergodic,high,5,16,112.457991736169
1,none,low,5,20,68.2408212046843
1,waypoint,low,5,20,12.3970929975487
1,directergodic,low,5,20,10.7922668358663
1,sharedergodic,low,5,20,3.3119458561013
1,autoergodic,low,5,20,22.1588444912382
