Subject,Control,Complexity,Num_A,Num_sim,Intersection_time,Regret
15,none,low,8,6311,150,0.0580685045685299
15,none,low,8,8103,150,0.06153782124997095
15,none,low,8,10405,150,0.055631366437060625
15,none,low,8,13360,150,0.05468892316687937
15,none,low,8,17154,150,0.05480894976657617
15,none,low,8,22026,150,0.05505066172590156
15,none,low,10,1,150,50.21104134334845
15,none,low,10,2,150,0.5944304199813901
15,none,low,10,3,150,0.5944304199813901
15,none,low,10,4,150,0.5082514866256901
15,none,low,10,6,150,0.4779040612269422
15,none,low,10,7,150,0.4779040612269422
15,none,low,10,9,150,0.3599715647169116
15,none,low,10,12,150,0.4287637984226355
15,none,low,10,16,150,0.6321480945569639
15,none,low,10,20,150,0.5919518830254419
15,none,low,10,26,150,0.551830216983636
15,none,low,10,33,150,0.5000873617439375
15,none,low,10,43,150,0.25816853155177844
15,none,low,10,55,150,0.19946516595441374
15,none,low,10,70,150,0.18892516242220966
15,none,low,10,90,150,0.2585012387053843
15,none,low,10,116,150,0.10594555700228807
15,none,low,10,148,150,0.0958661837078669
15,none,low,10,191,150,0.07689971831877575
15,none,low,10,245,150,0.09485578846240257
15,none,low,10,314,150,0.09178517720041174
15,none,low,10,403,150,0.11200766267461279
15,none,low,10,518,150,0.10069917333669895
15,none,low,10,665,150,0.0729063437459676
15,none,low,10,854,150,0.06414659486208113
15,none,low,10,1097,150,0.07645579690909426
15,none,low,10,1408,150,0.045821406578823054
15,none,low,10,1808,150,0.044650276577635095
15,none,low,10,2322,150,0.04753573541570272
15,none,low,10,2981,150,0.043703877265414526
15,none,low,10,3828,150,0.05683126507654865
15,none,low,10,4915,150,0.0548851675292632
15,none,low,10,6311,150,0.05192973265407798
15,none,low,10,8103,150,0.050409523389433525
15,none,low,10,10405,150,0.048838018209347744
15,none,low,10,13360,150,0.05265737120543121
15,none,low,10,17154,150,0.04530908469144704
15,none,low,10,22026,150,0.050249694233673925
15,directergodic,low,3,1,168,0.0
15,directergodic,low,3,2,168,0.0
15,directergodic,low,3,3,168,0.0
15,directergodic,low,3,4,168,0.0
15,directergodic,low,3,6,168,0.0
15,directergodic,low,3,7,168,0.0
15,directergodic,low,3,9,168,0.0
15,directergodic,low,3,12,168,0.0
15,directergodic,low,3,16,168,0.0
15,directergodic,low,3,20,168,0.0
15,directergodic,low,3,26,168,0.0
15,directergodic,low,3,33,168,0.0
15,directergodic,low,3,43,168,0.0
15,directergodic,low,3,55,168,0.017987882005049406
15,directergodic,low,3,70,168,0.019120537509151447
15,directergodic,low,3,90,168,0.003925558566409814
15,directergodic,low,3,116,168,0.0026206708320020214
15,directergodic,low,3,148,168,0.010063689263176637
15,directergodic,low,3,191,168,0.01006368926317664
15,directergodic,low,3,245,168,0.01270899039289505
15,directergodic,low,3,314,168,0.0
15,directergodic,low,3,403,168,0.0
15,directergodic,low,3,518,168,0.0
15,directergodic,low,3,665,168,0.0
15,directergodic,low,3,854,168,0.0
15,directergodic,low,3,1097,168,0.0
15,directergodic,low,3,1408,168,0.0
15,directergodic,low,3,1808,168,0.0
15,directergodic,low,3,2322,168,0.0
15,directergodic,low,3,2981,168,0.0
15,directergodic,low,3,3828,168,0.0
15,directergodic,low,3,4915,168,0.0
15,directergodic,low,3,6311,168,0.0
15,directergodic,low,3,8103,168,0.0
15,directergodic,low,4,1,168,50.218744056743965
15,directergodic,low,4,2,168,0.34080128694162026
15,directergodic,low,4,3,168,0.34080128694162026
15,directergodic,low,4,4,168,0.34080128694162026
15,directergodic,low,4,6,168,0.34080128694162026
15,directergodic,low,4,7,168,0.2534033098790629
15,directergodic,low,4,9,168,0.15939823271088974
15,directergodic,low,4,12,168,0.22288119232369447
15,directergodic,low,4,16,168,0.25641184802828776
15,directergodic,low,4,20,168,0.25641184802828776
15,directergodic,low,4,26,168,0.19762292602116766
15,directergodic,low,4,33,168,0.1758218198963691
15,directergodic,low,4,43,168,0.13410500578515372
15,directergodic,low,4,55,168,0.10688854538853235
15,directergodic,low,4,70,168,0.10718051781031111
15,directergodic,low,4,90,168,0.09043769590681736
15,directergodic,low,4,116,168,0.02855792681906028
15,directergodic,low,4,148,168,0.05199616316830222
15,directergodic,low,4,191,168,0.04365132892454037
15,directergodic,low,4,245,168,0.02653798929575106
15,directergodic,low,4,314,168,0.0003161816855284001
15,directergodic,low,4,403,168,0.0
15,directergodic,low,4,518,168,0.0
15,directergodic,low,4,665,168,0.0
15,directergodic,low,4,854,168,0.0
15,directergodic,low,4,1097,168,0.0
15,directergodic,low,4,1408,168,0.0
15,directergodic,low,4,1808,168,0.0
15,directergodic,low,4,2322,168,0.0
15,directergodic,low,4,2981,168,0.0
15,directergodic,low,4,3828,168,0.0
15,directergodic,low,4,4915,168,0.0
15,directergodic,low,4,6311,168,0.0
15,directergodic,low,4,8103,168,0.0
15,directergodic,low,4,10405,168,0.0
15,directergodic,low,4,13360,168,0.0
15,directergodic,low,4,17154,168,0.0
15,directergodic,low,4,22026,168,0.0
15,directergodic,low,5,1,168,49.422534502390015
15,directergodic,low,5,2,168,51.0
15,directergodic,low,5,3,168,50.617460704752666
15,directergodic,low,5,4,168,0.5774740718004608
15,directergodic,low,5,6,168,0.5774740718004608
15,directergodic,low,5,7,168,0.5774740718004608
15,directergodic,low,5,9,168,0.1634045225074791
15,directergodic,low,5,12,168,0.18550337628751074
15,directergodic,low,5,16,168,0.07197879938271727
15,directergodic,low,5,20,168,0.11750087519025229
15,directergodic,low,5,26,168,0.04223141542613938
15,directergodic,low,5,33,168,0.10270526460771906
15,directergodic,low,5,43,168,0.09483845849323888
15,directergodic,low,5,55,168,0.142013869949033
15,directergodic,low,5,70,168,0.12699403733420828
15,directergodic,low,5,90,168,0.05890753939578504
15,directergodic,low,5,116,168,0.008859211285843181
15,directergodic,low,5,148,168,0.0
15,directergodic,low,5,191,168,0.009993023560031355
15,directergodic,low,5,245,168,0.025198364843165726
15,directergodic,low,5,314,168,0.01578647693548818
15,directergodic,low,5,403,168,0.0
15,directergodic,low,5,518,168,0.0
15,directergodic,low,5,665,168,0.0
15,directergodic,low,5,854,168,0.0
15,directergodic,low,5,1097,168,0.0
15,directergodic,low,5,1408,168,0.0005258363767750426
15,directergodic,low,5,1808,168,0.0
15,directergodic,low,5,2322,168,0.0
15,directergodic,low,5,2981,168,0.004623301815097536
15,directergodic,low,5,3828,168,0.0
15,directergodic,low,5,4915,168,0.0
15,directergodic,low,5,6311,168,0.0
15,directergodic,low,5,8103,168,0.0
15,directergodic,low,5,10405,168,0.0
15,directergodic,low,5,13360,168,0.0
15,directergodic,low,5,17154,168,0.0
15,directergodic,low,5,22026,168,0.0
15,directergodic,low,6,1,168,49.4744917959675
15,directergodic,low,6,2,168,49.75110980556165
15,directergodic,low,6,3,168,0.0
15,directergodic,low,6,4,168,0.0
15,directergodic,low,6,6,168,0.0
15,directergodic,low,6,7,168,0.0
15,directergodic,low,6,9,168,0.0
15,directergodic,low,6,12,168,0.0
15,directergodic,low,6,16,168,0.0
15,directergodic,low,6,20,168,0.0
15,directergodic,low,6,26,168,0.0
15,directergodic,low,6,33,168,0.0
15,directergodic,low,6,43,168,0.0
15,directergodic,low,6,55,168,0.0
15,directergodic,low,6,70,168,0.02693542560313006
15,directergodic,low,6,90,168,0.0
15,directergodic,low,6,116,168,0.0
15,directergodic,low,6,148,168,0.0
15,directergodic,low,6,191,168,0.0
15,directergodic,low,6,245,168,0.0
15,directergodic,low,6,314,168,0.0
15,directergodic,low,6,403,168,0.0
15,directergodic,low,6,518,168,0.0004871931655721735
15,directergodic,low,6,665,168,0.0
15,directergodic,low,6,854,168,0.0
15,directergodic,low,6,1097,168,0.0
15,directergodic,low,6,1408,168,0.0
15,directergodic,low,6,1808,168,0.0
15,directergodic,low,6,2322,168,0.0
15,directergodic,low,6,2981,168,0.0
15,directergodic,low,6,3828,168,0.0
15,directergodic,low,6,4915,168,0.0
15,directergodic,low,6,6311,168,0.0
15,directergodic,low,6,8103,168,0.0
15,directergodic,low,6,10405,168,0.0
15,directergodic,low,6,13360,168,0.0
15,directergodic,low,6,17154,168,0.0002803527242922592
15,directergodic,low,6,22026,168,0.0
15,directergodic,low,8,1,168,49.633445595964716
15,directergodic,low,8,2,168,49.69879962955828
15,directergodic,low,8,3,168,50.218744056743965
15,directergodic,low,8,4,168,50.07113605816149
15,directergodic,low,8,6,168,0.3183775193693211
15,directergodic,low,8,7,168,0.5639642591901836
15,directergodic,low,8,9,168,0.3183775193693211
15,directergodic,low,8,12,168,0.3133178747875184
15,directergodic,low,8,16,168,0.32972115650222633
15,directergodic,low,8,20,168,0.1606998100224971
15,directergodic,low,8,26,168,0.417339491026249
15,directergodic,low,8,33,168,0.23812221756144528
15,directergodic,low,8,43,168,0.23815772239828553
15,directergodic,low,8,55,168,0.1614371038633144
15,directergodic,low,8,70,168,0.08344020428281845
15,directergodic,low,8,90,168,0.062439878349428574
15,directergodic,low,8,116,168,0.0717715143283033
15,directergodic,low,8,148,168,0.05125291790279326
15,directergodic,low,8,191,168,0.01623496734948463
15,directergodic,low,8,245,168,0.022434425856088056
15,directergodic,low,8,314,168,0.049977088316729104
15,directergodic,low,8,403,168,0.018055153452454405
15,directergodic,low,8,518,168,0.007180665329023318
15,directergodic,low,8,665,168,0.008710572325724315
15,directergodic,low,8,854,168,0.0
15,directergodic,low,8,1097,168,0.0
15,directergodic,low,8,1408,168,0.0
15,directergodic,low,8,1808,168,0.0012994452673859638
15,directergodic,low,8,2322,168,0.021954170009181387
15,directergodic,low,8,2981,168,0.022821194933320903
15,directergodic,low,8,3828,168,0.03354045522485886
15,directergodic,low,8,4915,168,0.02918295051206754
15,directergodic,low,8,6311,168,0.020052826985094512
15,directergodic,low,8,8103,168,0.011631209308886366
15,directergodic,low,8,10405,168,0.009428555403663243
15,directergodic,low,8,13360,168,0.00847755808129784
15,directergodic,low,8,17154,168,0.003904166318976874
15,directergodic,low,8,22026,168,0.0011491242525704165
15,directergodic,low,10,1,168,0.0
15,directergodic,low,10,2,168,1.4971973528530822
15,directergodic,low,10,3,168,1.4971973528530822
15,directergodic,low,10,4,168,0.8184425856302422
15,directergodic,low,10,6,168,0.6541261804389358
15,directergodic,low,10,7,168,0.7302127847949451
15,directergodic,low,10,9,168,0.7302127847949451
15,directergodic,low,10,12,168,0.4134728225789602
15,directergodic,low,10,16,168,0.4803594755939563
15,directergodic,low,10,20,168,0.2315958536421075
15,directergodic,low,10,26,168,0.13000217023680063
15,directergodic,low,10,33,168,0.060004029696868424
15,directergodic,low,10,43,168,0.0
15,directergodic,low,10,55,168,0.10984139600985177
15,directergodic,low,10,70,168,0.02453929752117716
15,directergodic,low,10,90,168,0.0
15,directergodic,low,10,116,168,0.0
15,directergodic,low,10,148,168,0.0
15,directergodic,low,10,191,168,0.0037947790465302535
15,directergodic,low,10,245,168,0.0
15,directergodic,low,10,314,168,0.0
15,directergodic,low,10,403,168,0.013087057921741608
15,directergodic,low,10,518,168,0.024707475661347192
15,directergodic,low,10,665,168,0.05294266818182614
15,directergodic,low,10,854,168,0.060380201928342654
15,directergodic,low,10,1097,168,0.047834325931735346
15,directergodic,low,10,1408,168,0.03128831566878606
15,directergodic,low,10,1808,168,0.005579450773415462
15,directergodic,low,10,2322,168,0.0
15,directergodic,low,10,2981,168,0.004913200477718821
15,directergodic,low,10,3828,168,0.0
15,directergodic,low,10,4915,168,0.0
15,directergodic,low,10,6311,168,0.0
15,directergodic,low,10,8103,168,0.0
15,directergodic,low,10,10405,168,0.0
15,directergodic,low,10,13360,168,0.0
15,directergodic,low,10,17154,168,0.0
15,directergodic,low,10,22026,168,0.0
15,sharedergodic,low,3,1,17,49.978023579346065
15,sharedergodic,low,3,2,17,0.0
15,sharedergodic,low,3,3,17,0.0
15,sharedergodic,low,3,4,17,0.0
15,sharedergodic,low,3,6,17,0.0
15,sharedergodic,low,3,7,17,0.0
15,sharedergodic,low,3,9,17,0.0
15,sharedergodic,low,3,12,17,0.0
15,sharedergodic,low,3,16,17,0.02689468488515015
15,sharedergodic,low,3,20,17,0.017180527134815993
15,sharedergodic,low,3,26,17,0.04684538678192794
15,sharedergodic,low,3,33,17,0.06359645109429607
15,sharedergodic,low,3,43,17,0.07225155555585505
15,sharedergodic,low,3,55,17,0.041354498931389524
15,sharedergodic,low,3,70,17,0.2075402033527194
15,sharedergodic,low,3,90,17,0.24456968679286578
15,sharedergodic,low,3,116,17,0.1337235445483237
15,sharedergodic,low,3,148,17,0.1649735445483237
15,sharedergodic,low,3,191,17,0.1500509175035465
15,sharedergodic,low,3,245,17,0.13755091750354648
15,sharedergodic,low,3,314,17,0.11719142199561192
15,sharedergodic,low,3,403,17,0.08445332675751668
15,sharedergodic,low,3,518,17,0.09889461463630456
15,sharedergodic,low,3,665,17,0.11085557034726023
15,sharedergodic,low,3,854,17,0.1354949934241833
15,sharedergodic,low,3,1097,17,0.1120299108808685
15,sharedergodic,low,3,1408,17,0.09145339643421678
15,sharedergodic,low,3,1808,17,0.08895990469392137
15,sharedergodic,low,3,2322,17,0.09334419731105156
15,sharedergodic,low,3,2981,17,0.0916003230460171
15,sharedergodic,low,3,3828,17,0.08837149149110207
15,sharedergodic,low,3,4915,17,0.08666438489458163
15,sharedergodic,low,3,6311,17,0.09831214074233832
15,sharedergodic,low,3,8103,17,0.09239173302037149
15,sharedergodic,low,4,1,17,50.164845349157055
15,sharedergodic,low,4,2,17,50.164845349157055
15,sharedergodic,low,4,3,17,50.164845349157055
15,sharedergodic,low,4,4,17,0.07051319648748332
15,sharedergodic,low,4,6,17,0.035256598243741666
15,sharedergodic,low,4,7,17,0.035256598243741666
15,sharedergodic,low,4,9,17,0.14803909965168968
15,sharedergodic,low,4,12,17,0.11679071722133721
15,sharedergodic,low,4,16,17,0.11679071722133721
15,sharedergodic,low,4,20,17,0.0
15,sharedergodic,low,4,26,17,0.0
15,sharedergodic,low,4,33,17,0.0
15,sharedergodic,low,4,43,17,0.0
15,sharedergodic,low,4,55,17,0.0
15,sharedergodic,low,4,70,17,0.0
15,sharedergodic,low,4,90,17,0.10859805689183268
15,sharedergodic,low,4,116,17,0.08113497354175975
15,sharedergodic,low,4,148,17,0.05832947747930918
15,sharedergodic,low,4,191,17,0.12938418859018042
15,sharedergodic,low,4,245,17,0.17565353046928836
15,sharedergodic,low,4,314,17,0.24303718304860417
15,sharedergodic,low,4,403,17,0.19136857905165744
15,sharedergodic,low,4,518,17,0.14850959467597355
15,sharedergodic,low,4,665,17,0.17819202032067122
15,sharedergodic,low,4,854,17,0.18062738262658315
15,sharedergodic,low,4,1097,17,0.16541569882769608
15,sharedergodic,low,4,1408,17,0.18001946435642086
15,sharedergodic,low,4,1808,17,0.18301620719691375
15,sharedergodic,low,4,2322,17,0.19588797084992737
15,sharedergodic,low,4,2981,17,0.16241699176773505
15,sharedergodic,low,4,3828,17,0.1468828333065497
15,sharedergodic,low,4,4915,17,0.14650325882283372
15,sharedergodic,low,4,6311,17,0.1394907433227509
15,sharedergodic,low,4,8103,17,0.13444669279335203
15,sharedergodic,low,4,10405,17,0.13287538086712847
15,sharedergodic,low,4,13360,17,0.13867667577267573
15,sharedergodic,low,4,17154,17,0.14002657448166783
15,sharedergodic,low,4,22026,17,0.14678146954406301
15,sharedergodic,low,5,1,17,49.861512611104054
15,sharedergodic,low,5,2,17,49.949291544744725
15,sharedergodic,low,5,3,17,50.04985117551436
15,sharedergodic,low,5,4,17,0.0
15,sharedergodic,low,5,6,17,0.0
15,sharedergodic,low,5,7,17,0.0
15,sharedergodic,low,5,9,17,0.0
15,sharedergodic,low,5,12,17,0.0
15,sharedergodic,low,5,16,17,0.0
15,sharedergodic,low,5,20,17,0.0
15,sharedergodic,low,5,26,17,0.0
15,sharedergodic,low,5,33,17,0.03654346941094838
15,sharedergodic,low,5,43,17,0.2051173483471564
15,sharedergodic,low,5,55,17,0.22056723060705588
15,sharedergodic,low,5,70,17,0.4182400513301882
15,sharedergodic,low,5,90,17,0.2288661988340873
15,sharedergodic,low,5,116,17,0.2831862233113785
15,sharedergodic,low,5,148,17,0.28347888565023127
15,sharedergodic,low,5,191,17,0.20362775931850013
15,sharedergodic,low,5,245,17,0.14672482898122546
15,sharedergodic,low,5,314,17,0.2094735500849279
15,sharedergodic,low,5,403,17,0.11362427073821454
15,sharedergodic,low,5,518,17,0.06720774053287885
15,sharedergodic,low,5,665,17,0.03519078014738286
15,sharedergodic,low,5,854,17,0.07299042987635951
15,sharedergodic,low,5,1097,17,0.08835204294785205
15,sharedergodic,low,5,1408,17,0.1534871754762548
15,sharedergodic,low,5,1808,17,0.15547611015494223
15,sharedergodic,low,5,2322,17,0.11338598987902129
15,sharedergodic,low,5,2981,17,0.1123411350705954
15,sharedergodic,low,5,3828,17,0.11720310034493933
15,sharedergodic,low,5,4915,17,0.13751498698856215
15,sharedergodic,low,5,6311,17,0.15323895077473138
15,sharedergodic,low,5,8103,17,0.16726995097250444
15,sharedergodic,low,5,10405,17,0.1796381415792242
15,sharedergodic,low,5,13360,17,0.1922177297884382
15,sharedergodic,low,5,17154,17,0.1907770975636759
15,sharedergodic,low,5,22026,17,0.1916781352611075
15,sharedergodic,low,6,1,17,50.26644479828849
15,sharedergodic,low,6,2,17,50.32462157203537
15,sharedergodic,low,6,3,17,50.32462157203537
15,sharedergodic,low,6,4,17,50.32462157203537
15,sharedergodic,low,6,6,17,3.1861107339453483
15,sharedergodic,low,6,7,17,3.1861107339453483
15,sharedergodic,low,6,9,17,3.3162676183899533
15,sharedergodic,low,6,12,17,1.6821596379901496
15,sharedergodic,low,6,16,17,1.7016564001416836
15,sharedergodic,low,6,20,17,1.1069862560619876
15,sharedergodic,low,6,26,17,1.0715678320328434
15,sharedergodic,low,6,33,17,0.5728516982982202
15,sharedergodic,low,6,43,17,0.47082775419088946
15,sharedergodic,low,6,55,17,0.30811769776482834
15,sharedergodic,low,6,70,17,0.35467462250046794
15,sharedergodic,low,6,90,17,0.40611286367692156
15,sharedergodic,low,6,116,17,0.4094090225236726
15,sharedergodic,low,6,148,17,0.3148084999913905
15,sharedergodic,low,6,191,17,0.29533571878921416
15,sharedergodic,low,6,245,17,0.2607018882967242
15,sharedergodic,low,6,314,17,0.2950586233727876
15,sharedergodic,low,6,403,17,0.23835617221126454
15,sharedergodic,low,6,518,17,0.20562165900917873
15,sharedergodic,low,6,665,17,0.15723024868146257
15,sharedergodic,low,6,854,17,0.19826915731946937
15,sharedergodic,low,6,1097,17,0.23110580458237998
15,sharedergodic,low,6,1408,17,0.31332460819353847
15,sharedergodic,low,6,1808,17,0.2602402308846767
15,sharedergodic,low,6,2322,17,0.25828163859431275
15,sharedergodic,low,6,2981,17,0.22696069602211308
15,sharedergodic,low,6,3828,17,0.22993677469779755
15,sharedergodic,low,6,4915,17,0.20201894968991008
15,sharedergodic,low,6,6311,17,0.2236543462455965
15,sharedergodic,low,6,8103,17,0.24765151354794684
15,sharedergodic,low,6,10405,17,0.24293798058015065
15,sharedergodic,low,6,13360,17,0.2316776417560507
15,sharedergodic,low,6,17154,17,0.2293496309264602
15,sharedergodic,low,6,22026,17,0.21797914983810943
15,sharedergodic,low,8,1,17,0.0
15,sharedergodic,low,8,2,17,0.2571358809943812
15,sharedergodic,low,8,3,17,0.2571358809943812
15,sharedergodic,low,8,4,17,0.2571358809943812
15,sharedergodic,low,8,6,17,0.35769551176401676
15,sharedergodic,low,8,7,17,0.4331944726120127
15,sharedergodic,low,8,9,17,0.3671431969503276
15,sharedergodic,low,8,12,17,0.3941797226535163
15,sharedergodic,low,8,16,17,0.2210055611377059
15,sharedergodic,low,8,20,17,0.18064395745700376
15,sharedergodic,low,8,26,17,0.18316494952277357
15,sharedergodic,low,8,33,17,0.0069662965152335055
15,sharedergodic,low,8,43,17,0.014454418380581258
15,sharedergodic,low,8,55,17,0.12009346917777736
15,sharedergodic,low,8,70,17,0.1645035790082287
15,sharedergodic,low,8,90,17,0.13403396540387774
15,sharedergodic,low,8,116,17,0.162295210966947
15,sharedergodic,low,8,148,17,0.14452744869282674
15,sharedergodic,low,8,191,17,0.1114170657611251
15,sharedergodic,low,8,245,17,0.10071559304022547
